business_id,owner_id,business_type,environment_type,location,month,monthly_income,monthly_expenses,transaction_count,digital_payment_pct,supplier_payment_amount,utility_payment_amount,rent_payment,savings_amount,net_cash_flow,payment_discipline_pct,supplier_reliability_pct,business_continuity_pct,demand_stability_pct,seasonal_factor,seasonally_adjusted_income,shock_type,shock_factor,adjusted_income,adjusted_expenses,adjusted_cash_flow,cash_flow_margin_pct,expense_burden_pct,operational_stability_pct,financial_health_pct,resilience_pct,economic_reputation_index
B126,O126,Transport Worker,Semi-Urban,Kochi,2025-11-01,29324.17,17288.09,60,49.36,2449.48,653.01,6909.7,388.8,4473.37,81.16,73.02,85.82,77.84,1.15,33722.8,Supply Disruption,0.85,28664.38,19016.9,2084.77,7.27,66.34,79.46,33.66,78.89,63.66
B126,O126,Transport Worker,Semi-Urban,Kochi,2025-12-01,27402.28,14840.86,55,47.4,2287.16,583.01,6031.84,1606.62,5946.57,63.26,70.02,75.51,71.35,1.2,32882.74,None,1.0,32882.74,14840.86,11427.03,34.75,45.13,70.04,47.91,72.29,61.39
B127,O127,Home Business,Peri-Urban,Kochi,2024-01-01,26656.81,13548.49,62,55.11,2973.86,767.46,5689.17,846.98,6651.69,88.27,71.03,92.51,77.84,0.95,25323.97,None,1.0,25323.97,13548.49,5318.85,21.0,53.5,82.41,45.47,80.46,70.26
B127,O127,Home Business,Peri-Urban,Kochi,2024-02-01,22982.15,12055.43,43,63.2,3231.91,683.7,5091.91,572.99,5151.11,94.78,64.45,83.7,65.11,0.97,22292.69,None,1.0,22292.69,12055.43,4461.65,20.01,54.08,77.01,46.48,71.09,68.69
B127,O127,Home Business,Peri-Urban,Kochi,2024-03-01,27508.46,14106.0,52,70.38,3308.66,571.06,6292.23,882.64,6539.17,70.48,92.34,92.98,75.67,1.0,27508.46,None,1.0,27508.46,14106.0,6539.17,23.77,51.28,82.87,42.93,87.0,67.24
B127,O127,Home Business,Peri-Urban,Kochi,2024-04-01,25304.54,13329.58,55,57.43,3448.2,568.04,5840.71,829.95,5566.21,84.25,72.53,79.89,66.49,1.02,25810.63,None,1.0,25810.63,13329.58,6072.3,23.53,51.64,75.79,46.16,72.97,66.55
B127,O127,Home Business,Peri-Urban,Kochi,2024-05-01,28863.14,13380.96,77,49.97,3677.97,762.9,5541.97,1660.81,9177.31,80.89,70.09,76.38,79.51,1.05,30306.3,None,1.0,30306.3,13380.96,10620.47,35.04,44.15,76.72,52.75,75.33,68.89
B127,O127,Home Business,Peri-Urban,Kochi,2024-06-01,31035.54,15201.83,62,55.84,4100.62,848.69,5963.25,1578.84,9021.77,85.03,86.73,98.74,85.71,1.08,33518.38,Operating Cost Increase,0.9,30166.54,18242.2,5112.4,16.95,60.47,89.05,40.74,90.39,71.61
B127,O127,Home Business,Peri-Urban,Kochi,2024-07-01,23824.39,11949.86,42,70.8,3090.35,645.99,5880.37,501.02,5348.17,76.99,76.05,99.2,72.35,1.03,24539.12,None,1.0,24539.12,11949.86,6062.9,24.71,48.7,81.15,45.76,82.53,68.21
B127,O127,Home Business,Peri-Urban,Kochi,2024-08-01,23927.34,11505.75,43,61.5,3065.57,569.19,5775.53,703.45,6076.87,81.53,78.34,83.03,79.22,1.0,23927.34,None,1.0,23927.34,11505.75,6076.87,25.4,48.09,80.53,47.39,80.2,69.06
B127,O127,Home Business,Peri-Urban,Kochi,2024-09-01,24384.39,12783.99,46,65.72,3578.06,637.7,5025.98,1304.24,5936.72,82.65,83.43,70.1,63.85,0.98,23896.7,None,1.0,23896.7,12783.99,5449.03,22.8,53.5,75.01,44.87,72.46,65.48
B127,O127,Home Business,Peri-Urban,Kochi,2024-10-01,26489.26,12905.4,64,61.65,3257.38,550.66,6012.51,702.88,7020.69,73.93,84.45,76.49,72.63,1.1,29138.19,None,1.0,29138.19,12905.4,9669.62,33.19,44.29,76.88,50.13,77.86,67.12
B127,O127,Home Business,Peri-Urban,Kochi,2024-11-01,28314.92,13617.02,54,62.53,3668.5,651.34,5996.68,1641.39,8049.88,88.07,80.84,80.8,84.47,1.15,32562.16,Supply Disruption,0.85,27677.84,14978.72,6051.1,21.86,54.12,83.54,45.62,82.04,70.87
B127,O127,Home Business,Peri-Urban,Kochi,2024-12-01,23367.98,12233.4,49,55.37,2769.99,666.37,5302.61,1174.74,5165.6,76.58,77.18,76.8,69.08,1.2,28041.58,Demand Drop,0.75,21031.18,12233.4,2828.8,13.45,58.17,74.91,37.75,74.35,62.13
B127,O127,Home Business,Peri-Urban,Kochi,2025-01-01,25953.11,12298.24,51,66.53,2897.2,607.91,5777.15,1580.8,7269.81,85.2,86.12,84.27,73.06,0.95,24655.45,None,1.0,24655.45,12298.24,5972.15,24.22,49.88,82.16,47.24,81.15,70.34
B127,O127,Home Business,Peri-Urban,Kochi,2025-02-01,24660.18,11715.61,39,32.35,3281.93,639.87,4594.23,1654.24,7710.47,85.16,76.19,87.13,75.24,0.97,23920.37,None,1.0,23920.37,11715.61,6970.66,29.14,48.98,80.93,49.71,79.52,70.57
B127,O127,Home Business,Peri-Urban,Kochi,2025-03-01,26545.27,13609.94,50,59.55,3334.96,752.15,4719.16,837.26,7464.02,85.68,75.81,80.58,65.36,1.0,26545.27,None,1.0,26545.27,13609.94,7464.02,28.12,51.27,76.86,48.69,73.92,68.18
B127,O127,Home Business,Peri-Urban,Kochi,2025-04-01,28773.64,15353.49,38,58.83,3677.31,841.27,5482.8,1066.0,7096.08,74.51,71.89,78.35,86.05,1.02,29349.11,None,1.0,29349.11,15353.49,7671.55,26.14,52.31,77.7,44.7,78.76,65.72
B127,O127,Home Business,Peri-Urban,Kochi,2025-05-01,24399.18,12298.21,50,48.05,3004.3,642.67,5938.86,886.07,5519.44,92.75,80.75,81.24,81.6,1.05,25619.14,None,1.0,25619.14,12298.21,6739.4,26.31,48.0,84.08,50.63,81.2,73.53
B127,O127,Home Business,Peri-Urban,Kochi,2025-06-01,20825.33,9571.4,46,57.76,2256.56,465.67,5681.2,1334.81,5107.06,69.99,74.0,81.86,79.85,1.08,22491.36,None,1.0,22491.36,9571.4,6773.09,30.11,42.56,76.43,48.28,78.57,65.72
B127,O127,Home Business,Peri-Urban,Kochi,2025-07-01,26859.75,13889.8,47,59.76,3425.1,710.97,5492.33,866.07,6766.65,73.07,84.83,87.65,77.76,1.03,27665.54,None,1.0,27665.54,13889.8,7572.44,27.37,50.21,80.83,45.52,83.41,67.44
B127,O127,Home Business,Peri-Urban,Kochi,2025-08-01,22918.24,11119.59,41,41.15,2546.62,500.99,5576.36,1478.63,5721.3,73.39,56.56,84.83,67.88,1.0,22918.24,None,1.0,22918.24,11119.59,5721.3,24.96,48.52,70.66,45.02,69.76,62.05
B127,O127,Home Business,Peri-Urban,Kochi,2025-09-01,24642.21,13011.55,39,57.92,3105.02,544.76,5562.91,1363.4,5522.99,92.08,69.2,81.6,82.09,0.98,24149.37,None,1.0,24149.37,13011.55,5030.15,20.83,53.88,81.24,46.23,77.63,70.43
B127,O127,Home Business,Peri-Urban,Kochi,2025-10-01,26967.58,13227.83,36,65.4,3327.75,674.65,5193.23,1735.01,7871.87,87.74,90.65,84.89,72.75,1.1,29664.34,None,1.0,29664.34,13227.83,10568.63,35.63,44.59,84.01,54.59,82.76,74.21
B127,O127,Home Business,Peri-Urban,Kochi,2025-11-01,25743.49,13607.97,39,68.46,3829.95,639.94,5829.66,1182.19,5665.92,79.36,65.76,90.7,63.84,1.15,29605.01,Supply Disruption,0.85,25164.26,14968.77,3725.89,14.81,59.48,74.91,38.66,73.43,62.82
B127,O127,Home Business,Peri-Urban,Kochi,2025-12-01,24745.7,12114.38,55,60.03,3017.78,564.11,5777.08,1022.58,6290.13,86.34,67.47,100.0,68.84,1.2,29694.84,None,1.0,29694.84,12114.38,11239.27,37.85,40.8,80.66,56.38,78.77,72.92
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2024-01-01,26387.53,14013.36,50,49.35,1811.87,551.42,6302.24,447.46,5520.51,80.5,81.51,72.08,60.72,0.95,25068.15,None,1.0,25068.15,14013.36,4201.13,16.76,55.9,73.7,40.9,71.44,63.13
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2024-02-01,19880.3,9885.82,41,57.82,1602.22,430.18,5809.66,616.29,3754.64,68.39,62.47,78.95,80.24,0.97,19283.89,None,1.0,19283.89,9885.82,3158.23,16.38,51.26,72.51,39.09,73.89,60.26
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2024-03-01,29955.3,15932.06,76,43.31,2543.86,711.75,6524.95,410.89,6786.54,66.66,61.86,80.69,78.88,1.0,29955.3,None,1.0,29955.3,15932.06,6786.54,22.66,53.19,72.02,40.9,73.81,60.41
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2024-04-01,27291.74,15143.5,63,56.37,2127.21,549.24,5296.82,1012.72,6302.18,81.44,74.5,89.64,81.79,1.02,27837.57,None,1.0,27837.57,15143.5,6848.01,24.6,54.4,81.84,45.11,81.98,68.93
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2024-05-01,32237.34,17819.58,69,49.73,2841.73,852.73,6026.75,1479.24,7538.28,70.14,88.38,77.16,68.81,1.05,33849.21,Supply Disruption,0.85,28771.83,19601.54,2290.81,7.96,68.13,76.12,30.68,78.12,59.42
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2024-06-01,29114.48,16502.67,54,59.54,2449.36,687.0,6300.69,823.44,5624.12,79.37,76.62,82.96,59.97,1.08,31443.64,None,1.0,31443.64,16502.67,7953.28,25.29,52.48,74.73,45.48,73.18,65.11
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2024-07-01,26484.85,15472.82,65,46.29,2589.08,653.1,4924.08,457.41,5434.85,66.32,56.49,89.81,66.06,1.03,27279.4,Operating Cost Increase,0.9,24551.46,18567.38,406.9,1.66,75.63,69.67,24.64,70.79,53.46
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2024-08-01,30987.24,17067.41,72,63.84,3049.15,615.68,4993.76,1689.03,8310.39,69.82,70.33,79.59,68.96,1.0,30987.24,None,1.0,30987.24,17067.41,8310.39,26.82,55.08,72.18,43.0,72.96,61.65
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2024-09-01,31223.16,17230.89,70,59.8,2667.01,685.78,5597.43,1833.57,7709.06,74.15,79.97,71.23,63.98,0.98,30598.7,None,1.0,30598.7,17230.89,7084.6,23.15,56.31,72.33,42.06,71.73,61.98
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2024-10-01,27386.71,15900.84,55,53.04,2531.63,629.73,5750.42,1022.63,5105.72,90.35,67.04,91.15,71.25,1.1,30125.38,None,1.0,30125.38,15900.84,7844.39,26.04,52.78,79.95,48.47,76.48,70.32
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2024-11-01,31342.21,17437.33,55,52.38,2951.01,575.02,6384.3,1247.87,6945.56,71.39,56.59,75.96,66.64,1.15,36043.54,None,1.0,36043.54,17437.33,11646.89,32.31,48.38,67.64,47.87,66.4,61.22
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2024-12-01,26445.14,13873.47,65,63.74,2241.08,552.78,5279.28,982.28,6739.61,77.15,68.19,86.86,68.25,1.2,31734.17,Supply Disruption,0.85,26974.04,15260.82,5881.16,21.8,56.58,75.11,42.12,74.43,63.84
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2025-01-01,28447.01,15237.4,64,67.34,2368.78,658.26,4587.73,1590.07,7963.62,74.27,68.0,85.09,62.89,0.95,27024.66,None,1.0,27024.66,15237.4,6541.27,24.2,56.38,72.56,42.54,71.99,62.28
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2025-02-01,29599.94,14546.23,58,47.38,2162.87,551.08,5622.75,1063.94,8879.88,63.15,65.28,70.68,68.5,0.97,28711.94,None,1.0,28711.94,14546.23,7991.88,27.83,50.66,66.9,43.11,68.15,58.07
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2025-03-01,30197.39,15830.67,58,47.71,2159.13,585.54,5525.55,1467.05,8255.63,75.06,74.32,78.21,68.39,1.0,30197.39,None,1.0,30197.39,15830.67,8255.63,27.34,52.42,73.99,45.34,73.64,64.11
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2025-04-01,29740.26,14974.7,50,60.58,2196.4,662.65,5704.94,1057.23,8397.97,74.89,58.12,82.92,65.6,1.02,30335.07,None,1.0,30335.07,14974.7,8992.78,29.64,49.36,70.38,47.25,68.88,62.89
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2025-05-01,27068.56,15148.99,60,31.3,2229.45,617.92,5116.35,1180.31,6185.3,80.14,78.09,82.27,70.75,1.05,28421.99,None,1.0,28421.99,15148.99,7538.73,26.52,53.3,77.81,45.98,77.04,66.98
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2025-06-01,31062.35,18119.2,63,29.73,2722.56,720.04,4713.99,1179.58,7509.12,64.21,62.08,70.5,56.69,1.08,33547.34,None,1.0,33547.34,18119.2,9994.11,29.79,54.01,63.37,43.26,63.09,56.44
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2025-07-01,27651.6,14492.94,58,44.22,1855.18,589.39,6289.72,657.96,6279.55,73.21,70.53,86.16,68.01,1.03,28481.15,None,1.0,28481.15,14492.94,7109.1,24.96,50.89,74.48,44.27,74.9,63.74
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2025-08-01,26406.72,13867.49,60,52.78,2020.16,586.44,5787.37,703.15,6165.42,77.91,62.31,80.54,84.69,1.0,26406.72,None,1.0,26406.72,13867.49,6165.42,23.35,52.52,76.36,44.23,75.85,65.32
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2025-09-01,26447.85,15232.28,59,41.48,2237.5,662.38,6292.9,962.25,4260.29,80.06,73.94,91.02,70.11,0.98,25918.89,None,1.0,25918.89,15232.28,3731.33,14.4,58.77,78.78,38.86,78.36,64.98
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2025-10-01,33431.97,17973.05,60,40.34,2395.57,790.92,4954.11,880.82,9713.89,84.36,59.98,87.01,64.67,1.1,36775.17,None,1.0,36775.17,17973.05,13057.09,35.51,48.87,74.01,52.41,70.55,67.83
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2025-11-01,25922.45,14440.37,52,46.53,2236.43,602.41,5569.29,638.96,5310.38,78.97,73.51,78.68,79.71,1.15,29810.82,None,1.0,29810.82,14440.37,9198.75,30.86,48.44,77.72,49.1,77.3,67.87
B128,O128,Transport Worker,Peri-Urban,Bengaluru,2025-12-01,31616.58,18035.24,67,61.3,2905.83,815.0,5863.85,1502.5,6902.49,69.55,65.05,67.03,61.98,1.2,37939.9,None,1.0,37939.9,18035.24,13225.81,34.86,47.54,65.9,48.81,64.69,60.41
B129,O129,Food Vendor,Urban,Guwahati,2024-01-01,26593.6,16673.85,57,42.26,5833.93,954.56,9751.99,9.31,-786.8,78.22,72.0,81.79,60.19,0.95,25263.92,None,1.0,25263.92,16673.85,-2116.48,-8.38,66.0,73.05,29.76,71.33,58.59
B129,O129,Food Vendor,Urban,Guwahati,2024-02-01,31463.72,19747.22,50,54.27,6224.94,1533.49,10036.32,84.88,146.69,72.96,88.52,78.41,80.48,0.97,30519.81,Operating Cost Increase,0.9,27467.83,23696.66,-7798.64,-28.39,86.27,80.09,22.36,82.47,58.93
B129,O129,Food Vendor,Urban,Guwahati,2024-03-01,30891.25,19570.92,54,46.24,6793.24,1342.13,8331.12,385.31,1647.08,80.49,67.86,84.97,73.07,1.0,30891.25,None,1.0,30891.25,19570.92,1647.08,5.33,63.35,76.6,33.52,75.3,62.04
B129,O129,Food Vendor,Urban,Guwahati,2024-04-01,34863.68,20901.1,75,57.81,7744.59,1294.17,8954.06,1201.24,3714.35,72.91,71.65,86.7,76.25,1.02,35560.95,None,1.0,35560.95,20901.1,4411.62,12.41,58.78,76.88,36.18,78.2,62.1
B129,O129,Food Vendor,Urban,Guwahati,2024-05-01,28036.79,18667.37,61,43.5,6898.69,1444.65,9539.21,0.0,-1614.44,84.67,71.14,90.67,67.15,1.05,29438.63,None,1.0,29438.63,18667.37,-212.6,-0.72,63.41,78.41,32.14,76.32,63.05
B129,O129,Food Vendor,Urban,Guwahati,2024-06-01,27208.01,18216.53,67,48.78,6352.01,1281.35,9140.41,0.0,-1430.28,73.73,72.26,83.16,66.45,1.08,29384.65,None,1.0,29384.65,18216.53,746.36,2.54,61.99,73.9,30.98,73.96,58.86
B129,O129,Food Vendor,Urban,Guwahati,2024-07-01,29650.47,19349.6,47,47.22,6994.42,1481.55,7468.57,460.91,1350.75,72.14,78.7,82.0,77.76,1.03,30539.98,Supply Disruption,0.85,25958.98,21284.56,-4275.7,-16.47,81.99,77.65,23.44,79.49,57.94
B129,O129,Food Vendor,Urban,Guwahati,2024-08-01,34994.41,24292.75,77,44.35,8070.48,1659.51,9459.31,86.64,-417.16,77.85,74.09,79.66,67.68,1.0,34994.41,None,1.0,34994.41,24292.75,-417.16,-1.19,69.42,74.82,28.64,73.81,59.06
B129,O129,Food Vendor,Urban,Guwahati,2024-09-01,27347.52,17543.75,58,51.87,6506.3,1273.19,9323.72,103.73,-793.14,76.89,70.71,75.3,66.86,0.98,26800.57,Supply Disruption,0.85,22780.48,19298.12,-7114.55,-31.23,84.71,72.44,23.81,70.96,56.01
B129,O129,Food Vendor,Urban,Guwahati,2024-10-01,22234.75,14898.88,36,50.99,5044.0,1027.2,8660.98,0.0,-2352.31,78.22,79.98,89.11,74.36,1.1,24458.22,None,1.0,24458.22,14898.88,-128.84,-0.53,60.92,80.42,31.28,81.15,62.93
B129,O129,Food Vendor,Urban,Guwahati,2024-11-01,30179.3,20093.06,46,47.33,6602.57,1410.87,9144.56,143.64,-469.19,70.77,58.93,80.94,87.82,1.15,34706.2,None,1.0,34706.2,20093.06,4057.71,11.69,57.89,74.61,35.59,75.9,60.44
B129,O129,Food Vendor,Urban,Guwahati,2024-12-01,32848.57,20498.46,73,30.14,7720.83,1354.07,7510.46,840.64,3485.58,71.55,93.24,74.85,69.95,1.2,39418.28,None,1.0,39418.28,20498.46,10055.29,25.51,52.0,77.4,43.77,79.35,64.85
B129,O129,Food Vendor,Urban,Guwahati,2025-01-01,26958.58,18534.92,46,36.09,6556.44,1144.62,10230.87,0.0,-2951.83,69.92,75.36,75.54,61.38,0.95,25610.65,None,1.0,25610.65,18534.92,-4299.76,-16.79,72.37,70.55,25.77,70.76,54.79
B129,O129,Food Vendor,Urban,Guwahati,2025-02-01,32543.8,21289.04,55,38.08,7500.2,1337.91,9045.48,214.66,871.37,83.88,76.72,80.76,72.52,0.97,31567.49,Supply Disruption,0.85,26832.37,23417.94,-6968.96,-25.97,87.27,78.47,24.79,76.67,60.4
B129,O129,Food Vendor,Urban,Guwahati,2025-03-01,26892.27,18331.78,57,47.38,6690.08,1313.31,8470.85,9.29,-1223.67,79.16,79.77,85.1,81.11,1.0,26892.27,None,1.0,26892.27,18331.78,-1223.67,-4.55,68.17,81.28,29.34,81.99,62.82
B129,O129,Food Vendor,Urban,Guwahati,2025-04-01,29560.32,17964.39,59,45.17,6253.52,1189.11,10275.24,290.18,131.58,86.81,76.43,88.6,70.12,1.02,30151.53,None,1.0,30151.53,17964.39,722.79,2.4,59.58,80.49,34.91,78.38,65.38
B129,O129,Food Vendor,Urban,Guwahati,2025-05-01,32258.05,21082.8,69,39.5,6828.87,1556.8,7829.99,405.17,1788.46,76.08,74.81,92.43,62.91,1.05,33870.95,Operating Cost Increase,0.9,30483.86,25299.36,-4202.29,-13.79,82.99,76.56,24.12,76.72,58.14
B129,O129,Food Vendor,Urban,Guwahati,2025-06-01,26437.6,16788.69,56,38.91,5770.41,1159.77,8623.21,159.48,-134.07,80.88,65.05,80.35,77.55,1.08,28552.61,None,1.0,28552.61,16788.69,1980.94,6.94,58.8,75.96,35.7,74.32,62.52
B129,O129,Food Vendor,Urban,Guwahati,2025-07-01,30544.54,19008.72,88,51.03,5860.27,1268.0,9917.92,225.13,349.9,70.16,81.01,76.88,85.33,1.03,31460.88,None,1.0,31460.88,19008.72,1266.24,4.02,60.42,78.34,31.22,81.07,60.76
B129,O129,Food Vendor,Urban,Guwahati,2025-08-01,33644.92,23410.43,73,39.69,8962.2,1925.54,8309.47,165.74,-0.52,80.27,87.54,86.04,59.1,1.0,33644.92,None,1.0,33644.92,23410.43,-0.52,-0.0,69.58,78.24,29.19,77.56,61.34
B129,O129,Food Vendor,Urban,Guwahati,2025-09-01,31421.8,20623.61,68,25.72,6577.78,1355.91,8553.16,294.8,889.12,71.13,75.43,79.87,84.39,0.98,30793.36,None,1.0,30793.36,20623.61,260.68,0.85,66.97,77.7,28.07,79.9,59.46
B129,O129,Food Vendor,Urban,Guwahati,2025-10-01,27838.12,16758.51,49,46.75,6777.49,1194.01,9062.04,118.37,823.56,79.79,66.99,83.8,80.75,1.1,30621.93,None,1.0,30621.93,16758.51,3607.37,11.78,54.73,77.83,38.83,77.18,64.44
B129,O129,Food Vendor,Urban,Guwahati,2025-11-01,34556.16,21902.99,82,41.14,7182.14,1800.05,9441.54,257.3,1411.58,79.97,78.88,80.92,68.56,1.15,39739.58,None,1.0,39739.58,21902.99,6595.0,16.6,55.12,77.08,40.93,76.12,64.81
B129,O129,Food Vendor,Urban,Guwahati,2025-12-01,31975.18,21759.72,60,51.55,7991.43,1665.4,9007.94,261.45,-457.88,78.53,67.34,80.89,73.55,1.2,38370.22,Operating Cost Increase,0.9,34533.2,26111.66,-2251.8,-6.52,75.61,75.08,26.95,73.93,58.69
B130,O130,Freelancer,Peri-Urban,Patna,2024-01-01,32558.21,12467.92,58,79.44,1434.1,385.86,5631.36,3397.29,14073.07,77.94,87.9,73.34,78.56,0.95,30930.3,None,1.0,30930.3,12467.92,12445.16,40.24,40.31,79.44,55.5,79.93,70.86
B130,O130,Freelancer,Peri-Urban,Patna,2024-02-01,43456.97,16552.77,85,83.6,1689.88,462.69,5548.14,1158.43,20893.37,86.54,75.73,92.46,78.24,0.97,42153.26,None,1.0,42153.26,16552.77,19589.66,46.47,39.27,83.24,60.77,82.14,75.82
B130,O130,Freelancer,Peri-Urban,Patna,2024-03-01,37714.5,14974.89,79,87.69,1458.9,357.85,5483.39,1971.13,16898.37,80.81,88.46,81.83,73.75,1.0,37714.5,Demand Drop,0.75,28285.88,14974.89,7469.75,26.41,52.94,81.21,46.2,81.35,68.9
B130,O130,Freelancer,Peri-Urban,Patna,2024-04-01,40786.25,16697.33,78,67.89,1674.06,370.97,5449.44,4419.51,18268.51,92.48,67.96,82.96,69.43,1.02,41601.98,None,1.0,41601.98,16697.33,19084.24,45.87,40.14,78.21,61.72,73.45,74.34
B130,O130,Freelancer,Peri-Urban,Patna,2024-05-01,44032.02,16971.46,81,80.62,1579.66,489.44,5447.74,4191.09,21123.38,86.87,100.0,70.98,86.88,1.05,46233.62,None,1.0,46233.62,16971.46,23324.98,50.45,36.71,86.18,63.41,85.95,78.3
B130,O130,Freelancer,Peri-Urban,Patna,2024-06-01,37801.58,15416.03,68,79.24,1291.74,542.2,5403.38,891.21,16439.97,80.12,89.63,76.64,89.24,1.08,40825.71,None,1.0,40825.71,15416.03,19464.1,47.68,37.76,83.91,60.16,85.17,75.09
B130,O130,Freelancer,Peri-Urban,Patna,2024-07-01,33417.63,13390.35,68,81.58,1402.9,370.8,4631.38,1102.19,15025.1,84.53,89.76,93.95,80.36,1.03,34420.16,None,1.0,34420.16,13390.35,16027.63,46.56,38.9,87.15,60.41,88.02,77.44
B130,O130,Freelancer,Peri-Urban,Patna,2024-08-01,46022.18,18552.86,97,81.25,1554.54,500.18,6318.16,4175.79,20650.98,93.98,86.81,89.91,83.95,1.0,46022.18,None,1.0,46022.18,18552.86,20650.98,44.87,40.31,88.66,61.59,86.89,79.9
B130,O130,Freelancer,Peri-Urban,Patna,2024-09-01,44658.33,15715.5,94,85.36,1399.51,460.21,4968.41,4459.69,23514.21,86.39,89.67,85.68,89.35,0.98,43765.16,None,1.0,43765.16,15715.5,22621.04,51.69,35.91,87.77,64.08,88.23,79.29
B130,O130,Freelancer,Peri-Urban,Patna,2024-10-01,39650.98,15873.01,67,86.86,1594.61,482.5,5248.88,4171.78,18046.59,88.29,75.26,88.6,69.69,1.1,43616.08,None,1.0,43616.08,15873.01,22011.69,50.47,36.39,80.46,63.87,77.85,75.7
B130,O130,Freelancer,Peri-Urban,Patna,2024-11-01,43413.69,17147.81,80,90.39,1624.27,528.81,6029.6,4075.42,19707.47,74.61,83.74,81.71,62.98,1.15,49925.74,None,1.0,49925.74,17147.81,26219.52,52.52,34.35,75.76,61.98,76.14,70.78
B130,O130,Freelancer,Peri-Urban,Patna,2024-12-01,38522.45,15709.72,84,89.43,1632.63,525.88,6335.07,3938.57,15951.78,93.89,78.37,92.03,83.44,1.2,46226.94,None,1.0,46226.94,15709.72,23656.27,51.17,33.98,86.93,66.31,84.61,80.64
B130,O130,Freelancer,Peri-Urban,Patna,2025-01-01,40387.88,15627.04,77,94.88,1762.61,427.77,5985.75,2977.86,18347.32,77.12,70.94,92.44,72.89,0.95,38368.49,None,1.0,38368.49,15627.04,16327.93,42.56,40.73,78.35,56.21,78.76,70.44
B130,O130,Freelancer,Peri-Urban,Patna,2025-02-01,39422.85,15476.67,80,93.11,1515.97,523.33,5770.17,1865.4,17652.68,78.18,90.54,93.16,66.22,0.97,38240.16,None,1.0,38240.16,15476.67,16469.99,43.07,40.47,82.02,56.79,83.31,72.68
B130,O130,Freelancer,Peri-Urban,Patna,2025-03-01,38684.22,15886.14,98,96.48,1511.35,507.62,5645.89,1307.4,16644.57,85.83,73.64,91.83,78.78,1.0,38684.22,None,1.0,38684.22,15886.14,16644.57,43.03,41.07,82.52,58.5,81.42,74.55
B130,O130,Freelancer,Peri-Urban,Patna,2025-04-01,41437.21,17773.01,65,95.17,2028.74,501.58,5360.49,931.9,17802.13,87.53,85.96,76.02,86.31,1.02,42265.95,None,1.0,42265.95,17773.01,18630.87,44.08,42.05,83.96,59.1,82.76,75.73
B130,O130,Freelancer,Peri-Urban,Patna,2025-05-01,35167.28,13135.28,69,81.23,1385.35,357.96,5780.1,1218.73,15893.94,73.22,87.71,82.4,92.94,1.05,36925.64,None,1.0,36925.64,13135.28,17652.3,47.8,35.57,84.07,59.14,87.68,73.9
B130,O130,Freelancer,Peri-Urban,Patna,2025-06-01,38993.68,15997.66,84,82.91,1718.0,416.38,5986.51,2889.15,16593.13,91.17,84.99,93.87,63.42,1.08,42113.17,None,1.0,42113.17,15997.66,19712.62,46.81,37.99,83.36,62.46,80.76,77.09
B130,O130,Freelancer,Peri-Urban,Patna,2025-07-01,41257.92,17509.81,75,83.51,1869.29,586.51,5953.92,2333.81,17207.68,75.7,83.45,97.04,62.8,1.03,42495.66,None,1.0,42495.66,17509.81,18445.42,43.41,41.2,79.75,56.1,81.1,70.93
B130,O130,Freelancer,Peri-Urban,Patna,2025-08-01,47352.4,19598.88,94,94.78,1921.23,569.84,5988.82,4537.06,21194.86,78.84,82.35,99.85,70.72,1.0,47352.4,None,1.0,47352.4,19598.88,21194.86,44.76,41.39,82.94,57.43,84.31,73.47
B130,O130,Freelancer,Peri-Urban,Patna,2025-09-01,35329.86,14946.32,61,83.55,1449.69,434.42,5275.25,1747.82,14673.87,96.07,86.41,98.3,83.32,0.98,34623.26,Supply Disruption,0.85,29429.77,16440.95,7279.15,24.73,55.87,91.02,48.38,89.34,76.77
B130,O130,Freelancer,Peri-Urban,Patna,2025-10-01,42082.21,16375.43,89,91.68,1512.97,503.22,5514.39,2449.02,19689.17,88.91,83.26,80.27,89.15,1.1,46290.43,None,1.0,46290.43,16375.43,23897.39,51.62,35.38,85.4,64.84,84.23,78.67
